"drugbank_id","entrez_id","category","subcategory","ID","Description","FoldEnrichment","pvalue","p.adjust"
"DB06216","152","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway",2.31042772042063,1.22049983720208e-14,9.51989873017622e-14
"DB06216","3274","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB06216","3274","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB06216","3274","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway",2.80421992163539,3.98340767249574e-38,3.49544023261501e-36
"DB06216","3274","Organismal Systems","Digestive system","hsa04971","Gastric acid secretion",2.8181532926115,2.18392833319563e-12,1.29925227957909e-11
"DB06216","3361","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB06216","3361","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB06216","3361","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway",2.80421992163539,3.98340767249574e-38,3.49544023261501e-36
"DB06216","3361","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB01037","1576","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB01037","1576","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes",3.6445771452945,3.12522338605556e-25,9.14127840421252e-24
"DB01037","1576","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts",3.84242561889621,9.70032358138687e-25,2.61908736697446e-23
"DB01037","1576","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation",2.52489138637146,2.50003341377816e-24,5.8500781882409e-23
"DB01037","1576","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450",3.59382986858787,1.60547019841588e-23,3.3148237626116e-22
"DB01037","1576","Organismal Systems","Digestive system","hsa04976","Bile secretion",3.32061473237944,7.47555043776763e-22,1.24948485888402e-20
"DB01037","1576","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis",3.5470202823144,3.14768600505678e-19,4.24937610682665e-18
"DB01037","1576","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism",3.36944730197325,1.95119920235252e-17,2.07536642432041e-16
"DB01037","1576","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism",2.32443031266561,0.000920013174241156,0.00155252223153195
"DB01037","1544","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species",2.98416478152161,1.9534701412659e-40,2.28556006528111e-38
"DB01037","1544","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB01037","1544","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts",3.84242561889621,9.70032358138687e-25,2.61908736697446e-23
"DB01037","1544","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation",2.52489138637146,2.50003341377816e-24,5.8500781882409e-23
"DB01037","1544","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450",3.59382986858787,1.60547019841588e-23,3.3148237626116e-22
"DB01037","1544","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis",3.5470202823144,3.14768600505678e-19,4.24937610682665e-18
"DB01037","1544","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism",3.36944730197325,1.95119920235252e-17,2.07536642432041e-16
"DB01037","1544","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism",3.55780149897797,8.61148686495294e-13,5.30286296420786e-12
"DB01037","1544","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism",2.32443031266561,0.000920013174241156,0.00155252223153195
"DB01037","1565","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB01037","1565","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450",3.59382986858787,1.60547019841588e-23,3.3148237626116e-22
"DB01037","1565","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB01037","1565","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance",2.41499253263959,1.84907630901492e-10,6.97877187595954e-10
"DB01037","1559","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB01037","1559","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts",3.84242561889621,9.70032358138687e-25,2.61908736697446e-23
"DB01037","1559","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450",3.59382986858787,1.60547019841588e-23,3.3148237626116e-22
"DB01037","1559","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB01037","1559","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis",2.30598245304128,1.4230763567949e-18,1.72241310770692e-17
"DB01037","1559","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism",3.36944730197325,1.95119920235252e-17,2.07536642432041e-16
"DB01037","1559","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism",2.37186766598531,7.8194743722636e-07,1.75938173375931e-06
"DB01037","1559","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism",2.32443031266561,0.000920013174241156,0.00155252223153195
"DB01037","5243","Organismal Systems","Digestive system","hsa04976","Bile secretion",3.32061473237944,7.47555043776763e-22,1.24948485888402e-20
"DB01037","5243","Environmental Information Processing","Membrane transport","hsa02010","ABC transporters",2.65649178590355,7.35737314578365e-07,1.6769077754351e-06
"DB01037","5243","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer",1.62710121886592,0.000175254342008675,0.000313848336964514
"DB01037","1571","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species",2.98416478152161,1.9534701412659e-40,2.28556006528111e-38
"DB01037","1571","Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease",3.07738499083572,1.35569203134304e-30,7.93079838335679e-29
"DB01037","1571","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB01037","1571","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes",3.6445771452945,3.12522338605556e-25,9.14127840421252e-24
"DB01037","1571","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts",3.84242561889621,9.70032358138687e-25,2.61908736697446e-23
"DB01037","1571","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450",3.59382986858787,1.60547019841588e-23,3.3148237626116e-22
"DB01037","1571","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis",3.5470202823144,3.14768600505678e-19,4.24937610682665e-18
"DB01037","1571","Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease",2.28292262851086,1.94516407662453e-12,1.1771596394745e-11
"DB01037","1571","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism",2.37186766598531,7.8194743722636e-07,1.75938173375931e-06
"DB01037","1571","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism",2.32443031266561,0.000920013174241156,0.00155252223153195
"DB01037","1557","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB01037","1557","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts",3.84242561889621,9.70032358138687e-25,2.61908736697446e-23
"DB01037","1557","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB01037","1557","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism",2.37186766598531,7.8194743722636e-07,1.75938173375931e-06
"DB01037","1557","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism",2.32443031266561,0.000920013174241156,0.00155252223153195
"DB01037","1558","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB01037","1558","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts",3.84242561889621,9.70032358138687e-25,2.61908736697446e-23
"DB01037","1558","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB01037","1558","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis",2.30598245304128,1.4230763567949e-18,1.72241310770692e-17
"DB01037","1558","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism",3.36944730197325,1.95119920235252e-17,2.07536642432041e-16
"DB01037","1558","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism",2.37186766598531,7.8194743722636e-07,1.75938173375931e-06
"DB01037","1558","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism",2.32443031266561,0.000920013174241156,0.00155252223153195
"DB01037","4128","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB01037","4128","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB01037","4128","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism",3.76606305013766,2.64290905602386e-14,2.0166545188356e-13
"DB01037","4128","Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism",3.38702702702703,2.49965098464264e-13,1.68726441463378e-12
"DB01037","4128","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease",1.93289514272833,6.17121614141029e-13,3.9383579375182e-12
"DB01037","4128","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism",3.55780149897797,8.61148686495294e-13,5.30286296420786e-12
"DB01037","4128","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction",2.88749107163429,4.43491606169101e-12,2.43227427758367e-11
"DB01037","4128","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism",3.63472693679371,5.34752413128808e-12,2.88766303089557e-11
"DB01037","4128","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse",2.13468089938678,1.52457850581241e-09,5.04836844849203e-09
"DB01037","4128","Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism",4.35830683624801,1.32163456085505e-08,3.62416977234472e-08
"DB01037","4128","Human Diseases","Substance dependence","hsa05030","Cocaine addiction",2.64293825638363,2.90458955882417e-07,6.84235526944485e-07
"DB01037","4128","Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism",3.39608324902443,1.33394128401756e-06,2.89020611537139e-06
"DB01037","1555","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB01037","1555","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation",2.52489138637146,2.50003341377816e-24,5.8500781882409e-23
"DB01037","1555","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450",3.59382986858787,1.60547019841588e-23,3.3148237626116e-22
"DB01037","1555","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis",2.30598245304128,1.4230763567949e-18,1.72241310770692e-17
"DB01037","1555","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism",3.36944730197325,1.95119920235252e-17,2.07536642432041e-16
"DB01037","1555","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism",2.37186766598531,7.8194743722636e-07,1.75938173375931e-06
"DB01037","1548","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB01037","1548","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes",3.6445771452945,3.12522338605556e-25,9.14127840421252e-24
"DB01037","1548","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts",3.84242561889621,9.70032358138687e-25,2.61908736697446e-23
"DB01037","1548","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450",3.59382986858787,1.60547019841588e-23,3.3148237626116e-22
"DB01037","1548","Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis",2.30598245304128,1.4230763567949e-18,1.72241310770692e-17
"DB01037","1548","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism",3.36944730197325,1.95119920235252e-17,2.07536642432041e-16
"DB01037","4129","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB01037","4129","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB01037","4129","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism",3.76606305013766,2.64290905602386e-14,2.0166545188356e-13
"DB01037","4129","Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism",3.38702702702703,2.49965098464264e-13,1.68726441463378e-12
"DB01037","4129","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease",1.93289514272833,6.17121614141029e-13,3.9383579375182e-12
"DB01037","4129","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism",3.55780149897797,8.61148686495294e-13,5.30286296420786e-12
"DB01037","4129","Human Diseases","Substance dependence","hsa05031","Amphetamine addiction",2.88749107163429,4.43491606169101e-12,2.43227427758367e-11
"DB01037","4129","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism",3.63472693679371,5.34752413128808e-12,2.88766303089557e-11
"DB01037","4129","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse",2.13468089938678,1.52457850581241e-09,5.04836844849203e-09
"DB01037","4129","Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism",4.35830683624801,1.32163456085505e-08,3.62416977234472e-08
"DB01037","4129","Human Diseases","Substance dependence","hsa05030","Cocaine addiction",2.64293825638363,2.90458955882417e-07,6.84235526944485e-07
"DB01037","4129","Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism",3.39608324902443,1.33394128401756e-06,2.89020611537139e-06
"DB00734","1576","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB00734","1576","Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes",3.6445771452945,3.12522338605556e-25,9.14127840421252e-24
"DB00734","1576","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts",3.84242561889621,9.70032358138687e-25,2.61908736697446e-23
"DB00734","1576","Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation",2.52489138637146,2.50003341377816e-24,5.8500781882409e-23
"DB00734","1576","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450",3.59382986858787,1.60547019841588e-23,3.3148237626116e-22
"DB00734","1576","Organismal Systems","Digestive system","hsa04976","Bile secretion",3.32061473237944,7.47555043776763e-22,1.24948485888402e-20
"DB00734","1576","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis",3.5470202823144,3.14768600505678e-19,4.24937610682665e-18
"DB00734","1576","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism",3.36944730197325,1.95119920235252e-17,2.07536642432041e-16
"DB00734","1576","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism",2.32443031266561,0.000920013174241156,0.00155252223153195
"DB00734","1565","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB00734","1565","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450",3.59382986858787,1.60547019841588e-23,3.3148237626116e-22
"DB00734","1565","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB00734","1565","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance",2.41499253263959,1.84907630901492e-10,6.97877187595954e-10
"DB00734","5243","Organismal Systems","Digestive system","hsa04976","Bile secretion",3.32061473237944,7.47555043776763e-22,1.24948485888402e-20
"DB00734","5243","Environmental Information Processing","Membrane transport","hsa02010","ABC transporters",2.65649178590355,7.35737314578365e-07,1.6769077754351e-06
"DB00734","5243","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer",1.62710121886592,0.000175254342008675,0.000313848336964514
"DB00734","1551","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts",3.84242561889621,9.70032358138687e-25,2.61908736697446e-23
"DB00734","1551","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis",3.5470202823144,3.14768600505678e-19,4.24937610682665e-18
"DB00734","1551","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism",3.36944730197325,1.95119920235252e-17,2.07536642432041e-16
"DB00734","1577","Metabolism","Xenobiotics biodegradation and metabolism","hsa00982","Drug metabolism - cytochrome P450",3.82098133588867,2.1481239626079e-25,6.8544682806852e-24
"DB00734","1577","Human Diseases","Cancer: overview","hsa05204","Chemical carcinogenesis - DNA adducts",3.84242561889621,9.70032358138687e-25,2.61908736697446e-23
"DB00734","1577","Metabolism","Xenobiotics biodegradation and metabolism","hsa00980","Metabolism of xenobiotics by cytochrome P450",3.59382986858787,1.60547019841588e-23,3.3148237626116e-22
"DB00734","1577","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis",3.5470202823144,3.14768600505678e-19,4.24937610682665e-18
"DB00734","1577","Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism",3.36944730197325,1.95119920235252e-17,2.07536642432041e-16
"DB00734","148","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB00734","148","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB00734","148","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway",2.80421992163539,3.98340767249574e-38,3.49544023261501e-36
"DB00734","148","Environmental Information Processing","Signaling molecules and interaction","hsa04081","Hormone signaling",2.5245769540693,1.55409997485165e-24,3.89635065123522e-23
"DB00734","148","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway",2.31042772042063,1.22049983720208e-14,9.51989873017622e-14
"DB00734","148","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction",2.37894786797333,4.10003646664041e-13,2.66502370331626e-12
"DB00734","148","Organismal Systems","Digestive system","hsa04970","Salivary secretion",2.3565652939467,2.80777519228433e-09,8.64499203940174e-09
"DB00734","148","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes",2.00530629942395,5.80982266731461e-09,1.6853287241549e-08
"DB00734","148","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway",1.46978029138106,0.00799224610062338,0.01225012393589
"DB00734","1813","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB00734","1813","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB00734","1813","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway",2.6667768757826,1.50354227684837e-29,7.53919055962542e-28
"DB00734","1813","Environmental Information Processing","Signaling molecules and interaction","hsa04081","Hormone signaling",2.5245769540693,1.55409997485165e-24,3.89635065123522e-23
"DB00734","1813","Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease",1.93289514272833,6.17121614141029e-13,3.9383579375182e-12
"DB00734","1813","Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse",2.13468089938678,1.52457850581241e-09,5.04836844849203e-09
"DB00734","1813","Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction",2.4065129240278,1.88067762494108e-09,6.04911727483813e-09
"DB00734","1813","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway",1.85609832918379,3.58276574364589e-09,1.07482972309377e-08
"DB00734","1813","Human Diseases","Substance dependence","hsa05030","Cocaine addiction",2.64293825638363,2.90458955882417e-07,6.84235526944485e-07
"DB00734","3358","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB00734","3358","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB00734","3358","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway",2.80421992163539,3.98340767249574e-38,3.49544023261501e-36
"DB00734","3358","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB00734","3358","Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels",2.86780363250951,1.85458850180774e-16,1.80822378926254e-15
"DB00734","3358","Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction",2.4065129240278,1.88067762494108e-09,6.04911727483813e-09
"DB00734","147","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB00734","147","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB00734","147","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway",2.80421992163539,3.98340767249574e-38,3.49544023261501e-36
"DB00734","147","Environmental Information Processing","Signaling molecules and interaction","hsa04081","Hormone signaling",2.5245769540693,1.55409997485165e-24,3.89635065123522e-23
"DB00734","147","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway",2.31042772042063,1.22049983720208e-14,9.51989873017622e-14
"DB00734","147","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction",2.37894786797333,4.10003646664041e-13,2.66502370331626e-12
"DB00734","147","Organismal Systems","Digestive system","hsa04970","Salivary secretion",2.3565652939467,2.80777519228433e-09,8.64499203940174e-09
"DB00734","147","Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes",2.00530629942395,5.80982266731461e-09,1.6853287241549e-08
"DB00734","3269","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB00734","3269","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB00734","3269","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway",2.80421992163539,3.98340767249574e-38,3.49544023261501e-36
"DB00734","3269","Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels",2.86780363250951,1.85458850180774e-16,1.80822378926254e-15
"DB00734","3352","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB00734","3352","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB00734","3352","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway",2.6667768757826,1.50354227684837e-29,7.53919055962542e-28
"DB00734","3352","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB00734","3352","Organismal Systems","Sensory system","hsa04742","Taste transduction",2.08503715754058,3.0644335778859e-06,6.29015313355527e-06
"DB00734","3350","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB00734","3350","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB00734","3350","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway",2.6667768757826,1.50354227684837e-29,7.53919055962542e-28
"DB00734","3350","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB00734","3350","Organismal Systems","Sensory system","hsa04742","Taste transduction",2.08503715754058,3.0644335778859e-06,6.29015313355527e-06
"DB00734","3363","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB00734","3363","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB00734","3363","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway",2.80421992163539,3.98340767249574e-38,3.49544023261501e-36
"DB00734","3363","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse",2.85861616091795,9.45983479866612e-19,1.18585786226136e-17
"DB00734","3363","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway",1.82075723771225,1.74516228118668e-09,5.67177741385671e-09
"DB00734","150","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB00734","150","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB00734","150","Environmental Information Processing","Signaling molecules and interaction","hsa04081","Hormone signaling",2.5245769540693,1.55409997485165e-24,3.89635065123522e-23
"DB00734","150","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway",2.31042772042063,1.22049983720208e-14,9.51989873017622e-14
"DB00734","1812","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction",2.63143054264031,1.6003903892526e-46,5.61737026627663e-44
"DB00734","1812","Environmental Information Processing","Signaling molecules and interaction","hsa04082","Neuroactive ligand signaling",3.17877942974012,5.13337300444087e-42,9.00906962279373e-40
"DB00734","1812","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway",2.80421992163539,3.98340767249574e-38,3.49544023261501e-36
"DB00734","1812","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway",2.6667768757826,1.50354227684837e-29,7.53919055962542e-28
